,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
b0049,-0.00576233665683532,0.002740717659708935,-0.009464443390663876,-0.015039100940193057,-0.0064744816989662285,0.012082505057073804,-0.0032512326937840196,0.00639581041559105,-0.013624938474748017,-0.017605730916485998,0.001335669361190117,-0.00857736503909644,-0.0020456771946886563,0.010272003276987171,-0.009855709143756256,-0.005210814910369079,-0.009294987668171165,0.0052675517351190365,-0.010096029023286,-0.0019624429346624572
b0050,0.007877495769367346,-0.012458986034947425,-0.0042920493172172525,-0.01209380099278661,0.0007772607977959355,0.006276216744572559,0.0032168125726524674,-0.000835284441676603,-0.007026617071836938,-0.010280129379808213,0.0030805015336344793,-0.004018106061284894,-0.001163090615548016,0.009475628919187481,-0.012915729757401424,0.005586081102573707,-0.0015217823226883142,0.009291954639609416,-0.013381779527752291,-0.001487432670043749
b0051,0.0028867860730934663,-0.019070514438235295,-0.01293185426331988,-0.011217291789758707,-0.0015232971795372102,0.005249287789381629,0.002084508432731977,0.0021248917670914948,-0.015207440411769454,-0.004229989493435955,-0.00676257403884522,-0.008870087298403329,0.00025552085205413137,0.005330221086265068,-0.006309349017713184,-0.001483380469169787,0.0018232157157780685,0.0032476193802113023,-0.005779421297172442,-0.002631371153522099
b0052,-0.004796819509390099,0.002180944855536344,-0.01613509946063121,-0.018099317262808463,-0.003287315318870497,0.007089513414907838,-0.0031859555050581744,0.007255115758866216,-0.01807502555228212,-0.006626783726211865,-0.013390732192360118,-0.007006530239382308,-0.00467365377591369,0.00943552464175798,0.0013593043023587684,-0.008025532041905346,0.0025196542946380497,-0.0014991321465303343,0.0004176928187337385,0.0039402349223842505
b0053,0.0009234096242938294,-0.006633425343036148,-0.010532764205494862,-0.0019279211599657134,0.008082734428057957,0.004638900579451057,0.001201503928375361,0.005774899961180339,-0.013688927077044824,0.0033917052000992714,-0.001983165434010778,0.0016191606130979365,0.0013089966612237394,0.014186480428433339,-0.006897777251418639,-0.0008366837601034955,0.004782804366723719,-0.00529841763884391,-0.004509638460735774,0.0017359459225140667
b0054,0.0016509920692460852,-0.010080329874787946,-0.007077817302997843,0.0015710155383114308,0.0019022628663172636,0.0028369134495162445,0.0018334957436957192,-0.0012395270586067174,-0.006426804927023705,-0.010719704648827998,0.0007544081710195657,-0.003963743698857873,0.0023955009246646856,0.007748133276047922,-0.010679513826772801,-0.0001844589815384929,0.004445446014678566,-0.003413743217602421,-0.006416981269565381,-0.0022080556179997113
b0055,0.0012449268084876214,0.007651927299842565,-0.00482870270719496,0.00708750935883681,-0.010035041716724582,-0.005039243873034153,-0.008165695038649945,0.013992985950848372,0.001507630648390512,-0.0031439280672938066,-0.006054309316870507,-0.0033701573630239997,-0.013570742391815922,0.005256490563898309,-0.0034722622308940906,-0.0029810163847793078,0.011105122184037045,-0.0006200137459689486,-0.001521321026753184,0.0012157748014289707
b0056,-0.0049242301902584044,-0.02662374227648413,-0.008021590640933017,0.015151886064599525,-0.0028187134894812308,-0.004109719592621536,-0.001771997678601926,-0.0089577561441725,0.019473365895755046,-0.01467334964900115,0.012912636078123898,-0.005530463142048809,1.9601990733523094e-05,-0.008285033164526107,-0.008686099372135487,-0.0034884431812512383,0.005513321775740477,0.0076104210077517585,0.004625334211508894,-0.005848667910399813
b0057,-0.015936779080254516,-0.009133172108615728,-0.0005820124749319819,0.017672514314176456,-0.002584285829763822,-0.00525603662433568,-0.0018032035081590996,-0.002377942263895039,0.016179859756314408,-0.025182864674887413,0.011922268931911317,-0.0037930438267955086,0.000834777875669943,-0.01577144074174317,-0.004856549216825973,0.0028809151416933727,0.022163724143621704,0.012984214102600849,0.0036180664831566836,0.00015178976730789186
b0058,0.016714168579090034,0.0011390066898123213,-0.004283907895016262,-0.00862184886383859,0.016592474007722173,-0.007415423755839754,-0.004167623930556725,0.028780141100815552,-0.023480943093608014,-0.014035556419059902,0.013153213323061385,0.002875197080664175,-0.003467616307591249,-0.022723791178809415,-0.016125098160578683,-0.0017031368263349818,0.0003336166949502696,-0.026787810994920103,-0.033727365110330323,0.000789258542891488
