,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
b0022,-0.003238243954214266,0.00618452464540224,-0.004930571046862087,0.00028241444637297036,0.0015931047145654016,-0.0032361683941559906,-0.026608657530897712,0.0018521431910208785,-0.022214834736585067,-0.009865827499865296,-0.0024191853233662096,-0.003341480730877933,0.00039559383951856444,-0.019659300270356173,0.0036523843092714178,0.006524682092994772,-0.004156110413398224,0.015207820286683242,0.004639464669191509,-0.042454334871268075,0.004890546536783759,-0.003881254201856961,0.006498672441561946,-0.0037771898169177698,-0.011960011285209748,-0.021552164137813485,-0.009938041556560091,0.011493224776366884,-0.015701033438075183,0.01724682541866231,-0.0012886511997009875,0.03544811776762185,0.005852634214196738,0.0002269828717922226,0.009441950921645263,-0.008372118701693528,0.006935428124167266,-0.019921126880155574,-0.004881445932956393
b0023,0.00017435371702984227,-0.019854490182988536,0.004891450933112734,-0.0013530269428339275,-0.03213055441276963,-0.003209123236890227,0.0011749985594006265,0.015419164414648414,-0.008027673731179227,0.016140258578807805,0.02211037760782399,-0.0037976930713283195,0.009086573626493812,-0.0014238453323610783,-0.00017625267001133242,-0.00766989898679203,0.003772033182401428,-0.009834134826288147,0.005837350597378568,0.008041658012049134,0.000642093426578181,0.001021339399742416,-0.00647314805544891,-0.005048832527676038,-0.013034236327918915,0.0003625961751588254,-0.00844664382850596,-0.006710268194096166,-0.04463473359490378,0.0069319391651895945,-0.00028954484216491954,0.03527713544340587,-0.008465815701752324,0.005172834710583347,0.001012195838330555,0.01937897940006925,0.015178492534988009,0.02484475469507646,-0.040970365188083356
b0024,-0.008173473078708448,0.0045180846534294,0.013958327996418737,-0.0061320988722024785,0.0309895562114898,0.009631687298614178,0.007193457882633197,0.0030202865571763954,0.009130832231219967,0.00204430331969675,0.00901928474042212,0.019613383866079023,0.011893178459859825,0.00012471908416743894,-0.0007880634075738328,0.004068298345754737,0.0017094421785994558,0.012798856811487114,-0.008540007621392325,-0.028920781789272678,-0.012969190596957803,-0.002286112178617653,-0.005485497288048889,0.0029890724928081573,0.0040030970537313715,-0.0026258844181300182,-0.0340536332764949,-0.0032506641939541413,0.010229353672464279,-0.01791563011931592,0.010853480406581864,0.005183535057342641,-0.013308357623414147,-0.0008163539391399688,-0.006785915686952025,-0.00033846429027930923,-0.004551858113863924,0.007471122674156654,-0.005298940386818118
b0025,-0.0031624509105090083,-0.008318966436347853,-0.006753522029650291,0.0012884681764838795,0.00387410369544556,-0.0040763256080423435,0.004530688600979912,0.0016480285537923108,-0.006971156260836326,0.001520926170402274,0.016514651517345328,0.003054842978750613,0.004572009148387443,0.006380046823477906,0.000600197490663395,-0.00717659824955645,0.011035239601911615,-0.01081984372470404,-0.0003080836060167663,-0.002084707873267605,-0.005429407084081355,0.0028755480943702507,0.0025109266498067316,-0.007516157800388808,-0.003383345104201391,0.001106226507983654,-0.01413880242511802,-0.0007778764979318737,-0.002228543546288575,-0.004722427571207812,0.005694978017317329,-0.008000686415776212,0.0006127652714554061,0.0010305416557175602,-0.009244253776901348,-0.0036188453149591203,0.015903743966020175,-0.016248437801700075,-0.012379916981915541
b0026,0.0021004694999748608,0.010264697950385008,-0.007777247284266646,-0.0011043218850689432,0.0016775226690564637,0.001246982610320835,-0.007833974299338601,-0.001126282198188567,0.0035171234858340063,0.0015685041134328387,0.007981163330451164,0.0005985402119553987,0.008286545686193652,0.0020952771819955497,-0.0009300992207465778,-0.0011788099915557599,-0.0042929692765820695,-0.017565516656999635,0.0019888976489770135,0.00661230220192239,-0.00702703480828595,-0.0038974564980956065,0.003807044556847705,0.008821496175900355,-0.0023200730017555638,0.0048466812221977995,-0.0011681700080382418,-0.003116254481465754,-0.0013490756725349756,-0.010659010121498507,0.001776197872925049,-0.004740965343788394,-0.013886345356769598,-0.0012111856102040798,-0.008333591221340614,-0.010842651584303552,-0.004699459731488436,-0.01677113578663996,0.007515071078590854
b0027,-0.004096402645735989,0.014515671346276083,-0.00865399939929387,-0.002076244173034099,-0.006566042694988756,-0.010190382973280475,-0.019615221807398702,-0.0008470754454337222,0.0012060077791644758,-0.0042391850617278645,0.008948220977947794,0.0005877728779262193,0.006174336321682636,0.0043207661517480084,-0.0007515129195690063,0.0016331110051232786,-0.007649417442719351,-0.011902963586269764,-0.003925387504439927,0.004491338064867827,-0.006195552076637671,-0.0029271131187414597,0.005331080028903464,0.010352307159928553,0.0018428797543755394,0.004117097811416437,-0.009593999056638497,-0.004255866248830373,-0.004945666260600167,-0.011838455078408397,0.003126993805389688,-0.009769325937056837,-0.007428383091615381,0.0054156757149065315,-0.0066969516301554465,-0.005965781610214051,-0.003539007676565177,-0.012084163359213689,0.01259496493962478
b0028,-0.0021883603704745094,0.014945027957958606,-0.005470819382496691,0.0005306489146002334,0.0015612302871548908,-0.0018899140559684433,0.006194694532622029,-0.002313959185645762,-0.0002345758537274683,-0.006015508018085207,0.004099837349511058,0.001900240838220052,-0.0010009825104800216,0.0024503880586587722,-0.0036924655509463795,0.006542061192797696,-0.005360067575138988,-0.0069976226055927905,-0.031262074879764824,-0.009197833115403783,-0.011395192939491003,-0.007552595035394799,-0.0010909934284924754,0.0003338245332084106,0.006592256794341105,0.005026475621714422,-0.01205023359967653,-0.010863303746699941,-0.010232709888926923,-0.010468474704842457,0.004468992325534538,0.009275779503707643,-0.014342750208010872,-0.0035879248208578584,-0.008383515237497335,-0.01667711081300219,-0.007803784620534223,-0.013315381820477576,0.00347625623891073
b0029,-0.00894718579931115,0.004157298039540686,-0.001166624747220881,0.0013295738007035938,-0.004951802977351493,-0.005542110722204139,0.0005582067776131122,-0.004373579087850826,-0.0017965176698422356,-0.005203468097224786,0.007770359584851193,-0.0044709273959745496,0.0008115237431529295,0.007337448998980422,-0.004622537257447115,0.00831488001224596,-0.0018219175225184033,7.876003436249855e-05,-0.01173618015996934,-0.012046414862387436,-0.00863258387765994,-0.011135634525781542,0.0007824458409848625,0.008576288025525637,-0.002656373325832592,0.003933994164227885,-0.007742762352799169,-0.006114916352915167,-0.014267899558392671,-0.0033306047875094652,0.0011551273614071572,-0.011437052453484677,-0.006281804524562645,-0.006325390470776003,-0.014074683294943336,-0.00350143506868067,-0.007362323961562406,-0.00509339557676043,-0.002324795041051932
b0030,-0.01348844005370359,-0.0026875570670678137,-0.004698137997597332,-0.0006952131086289402,-0.01247878508231304,-0.017389164813955662,0.010841295140753262,0.044127138657476216,0.0053869556537255395,0.0010764592181746766,-0.028614508976362103,0.004450220991609868,-0.000367102026855197,-0.002435798121073543,-0.002003374297104076,0.015579556049936787,0.015113925057771536,0.0005391841497520849,-0.0028835213946693454,0.00248850346552402,-0.002961490610296629,-0.016320791148228427,0.01382518666751009,-0.0045256129668618614,-0.005127023009274999,-0.0075374645434772404,-0.016219187510164424,0.030810986056299148,-0.010541340914389765,-0.00853233067790764,0.0016265667330782193,-2.1356875646038728e-05,-0.018744542105713514,0.014607793496366287,-0.008492065165988723,-0.004493602435557397,0.0017649886838549409,-0.013333183690068065,0.03053080627620464
b0031,0.014776657019093567,0.03630909868515786,-0.008581515494027695,0.0019593339983723667,-0.018721178151728617,-0.042165656732628856,-0.007386421223546384,0.02571082057286146,-0.020466042807468755,0.00042463107997702535,0.011311946837215802,0.006427701520927819,-0.018062027527921003,-0.0028820338210582773,-0.007252857234313294,-0.0003707947078104022,0.010415076940864474,-0.009483396470948004,0.0157577223394105,0.021565244489422736,0.014472939243408384,-0.012269078674880222,-0.011351283213327693,-0.0076908074048527755,-0.009639788924848843,-0.0005220780245601386,-0.009724503450360371,-0.001380845373978781,0.013373954723441826,0.030840830758210952,-0.006119839152720721,0.0021786799712200607,-0.005212987615087927,-0.011387720740392775,-0.003540395808819879,0.0037514340963322812,-0.005733417802444193,0.004186610059708273,0.017453669230664506
b0032,0.2164262076834735,-0.010438400173654681,-0.007718984036867365,0.014514887704709592,-0.02274721221914546,-0.01815174177666334,0.008724239464699845,-0.0004900188943220162,-0.0387257193779578,-0.00808474729431575,-0.0006664561427640012,0.0071458051594399784,-0.004865908325734387,0.014919154047333509,-0.01393504035442856,0.012756641258862582,0.0417276297522234,-0.003242790613455978,-0.01757654567537383,-0.006071246731722314,0.010897205570224116,-0.001329360975323208,0.009687467368147622,-0.01513669652221007,0.004227492752804151,0.017411108464684796,-0.006494965017809478,-0.011013678248645966,0.006813099911024367,-0.009690257700001014,0.0030683927359213196,-0.0037927388188101004,-0.0009555257519472119,0.008403435133957995,-0.021952148847809525,-0.018559378078199084,0.014601752847732028,0.0056171817929646685,0.01919517257182854
b0033,0.19094675962221452,-0.006000217838288801,-0.009761874015899211,0.012550972597698433,0.011043601768922336,-0.015270969688690935,0.0003454481094206787,-0.0008272120584744563,-0.037232325717851615,-0.01889103475478774,0.0012479093693112365,0.01373982104439869,0.004625876092459456,0.024884330269413262,-0.004238279619156409,0.005750640160830392,0.00447425875006054,-0.013962015114834166,-0.0011198570889315736,-0.00566813753976977,0.009727081055132881,-0.0016041041036586082,0.013717229035534281,-0.023973568826257213,0.004777972569868585,0.0132054767601645,-0.0025574184152592863,-0.02187884071793477,-0.00493501880635936,-0.008372815616153158,0.01980817292436035,0.013581739180481642,-0.01751880368544132,0.012342550157108879,-0.013670745182323491,-0.017259078856781997,0.027288704147149206,0.001960134395244982,0.035644549628519
b0034,0.10499700007402628,-0.027380032414925013,-0.008018156348608047,-0.006901321199424039,0.026803339725941587,-0.033826643833281544,0.0015540179702225332,0.023494266536092902,-0.007137637845795674,-0.02136983075206558,-0.0023358075983682808,-0.008763977937594583,0.004873683114141595,-0.01232877690804399,-0.01562793670669804,0.005693101290268159,0.008493345970025197,0.0013111320427058272,0.0027105382830427327,-0.016263226517178767,-0.007280045736429343,0.00681129885051712,-0.01116003267862571,-0.012860127246737975,-0.004053119844701844,-0.0035980136903905106,-0.01269299730714857,0.06073740227052368,0.005483651811800695,0.026635689200817166,0.014720974751677841,-0.011598152097353659,0.022033635149880087,-0.003910473571522821,-0.005058512144396398,-0.004367721861286057,0.009181567836232104,0.014095603897091144,0.011018120534019484
b0035,0.014294535882046482,-0.010937269919495408,-0.0032633977159707015,-0.007563256794631301,0.00455545293294611,-0.002211030921736144,0.015021963852507958,-0.000570013819907947,0.0028126099550766118,0.00756520387941717,0.0053043830148077975,0.003683468510605202,-0.007532747222276294,0.003950763159132669,-0.0005356336588268551,0.001970431647956198,0.012931077909885152,0.026835189414257155,0.011661003764050906,0.005341487315291082,-0.010455188390343075,-0.009335557633073097,-0.006940864171406844,-0.00366359007690441,-0.0012837037666109555,-0.012310643006593892,0.001669315538055604,0.010399706127417963,0.005854718611272706,-0.0046733195163512365,-0.0006406235141657667,0.011775801269629576,0.0023055305006265954,-0.00015904758278894825,0.014652486358830593,0.010946822604692801,0.0018164093447165814,-0.011585780711553428,0.01293797872136355
b0036,0.017717365022799476,-0.0011996860966681365,-0.004597248179657137,-0.012545840207267867,0.005582405679125273,-0.008607828330132409,0.013166474206608334,-0.0018585684302237775,0.010047915787806984,-0.013338850821422454,0.002141743772530045,-0.00622727375362954,-0.006004626221221407,-0.0014731936352406101,0.0006078974191400554,0.017303325312490053,0.0019484003204683418,0.0199854024619768,0.004154726512713565,0.017577406338274155,-0.0058025399333404394,-0.010108091462526947,0.00557835207436145,-0.011438248448989706,-0.004919616717401603,-0.003487013049550165,0.013772389330460592,0.01141706199964775,0.0007912884664443906,0.004705033524188824,0.013221310145680431,-0.019310514474808162,-0.0004970922719332623,0.010407988582405029,0.00890119768209926,-0.008375973554310731,0.0020372385075248904,0.0017547098655187254,0.002622280798222626
