,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
b0025,0.006321210177797369,-0.0038580538370151405,0.00041642617368819513,-0.002643568155614854,0.021756358446188628,0.008975091503777299,-0.006730697996891857,0.0009968383178275365,-0.006539266296722456,-0.0050065084033663575,-0.009977466447271847,0.0005805962134936869,-0.007920575128531055,-0.002717005506710203,0.0013264330651009835,0.000264127785403337,0.005190397587928834,0.003573207200571975,0.002219932210988677,0.004741412526690652,-0.005325550985650512,0.0019272208851394696,-0.0010142600784017787,-0.006517627535122114,-0.008927089384701593,-0.006753455571209348,-0.005953024694229352,-0.011277034586809054
b0026,-0.001367505813185265,-0.0037271834537943044,-0.0189628164130032,-0.0015003496947373514,0.0016376182493861458,0.01695039388616199,-0.006171396240136244,-0.00544312201177085,-0.0030612143086620933,-0.005802426447450179,-0.015175828057152717,0.0028134558569443864,-0.0030522095897752275,-0.007773798794524574,-0.0030425486494956642,-0.000887692877810411,0.0011375299453139315,0.004357189586314634,-0.006391458258968754,-0.001051103251391735,-0.010395162486170286,-0.005792632442297479,0.0010886496198284283,-0.008715590924411036,-0.0007607629667297261,0.0013088113848868856,-0.009358390810144494,-0.0010135472632260987
b0027,-0.0009956513655866447,5.882454973048767e-05,-0.012223559531023083,-0.004724065961866539,0.0005128098971230143,0.012600997220194279,-0.008698325770935052,-0.00736279552813227,-0.001166111050787001,-0.009363360271751586,-0.00789773354619231,-0.005920043675799903,-0.00780611878498071,-0.008785900300445447,-0.0018572753419175013,-0.0022497839315028753,0.0028498649129252034,0.003031028394265663,-0.011904216808399206,0.0006140320607190101,-0.021868856699683692,-0.003850524161951231,-0.0006542492170301528,-0.003328173008768826,-0.0010809203099549525,-0.0018267729342669261,-0.014492872578239613,-0.009932793821843415
b0028,-4.497963638093727e-05,0.0010260931194370202,-0.019928260877819976,-0.001109805340650223,-0.00487170375504358,0.007166542041214546,-0.01385207032648838,-0.012871174266020073,0.001733011173802167,-0.01075047621669596,-0.010785535907797324,-0.021787496160010807,-0.006937637603201211,-0.00849680045593444,0.011606542828701646,-0.0015694101068564588,0.0020948714925747665,0.005357534269397462,-0.0053116130837932325,-0.0021359647381804007,0.0041321003573603,-0.017862680460510233,0.0019031595735099806,-0.008308019559994377,-0.008671483372172266,-0.003817230342625417,0.0048646828130845705,-0.009289677651386115
b0029,0.008556044877340034,0.0026900117980134756,-0.004434127940528888,-0.007895100129911568,-0.006488410519110657,0.0076556594540610375,-0.009073169105936517,-0.009799391882721064,-0.0017953552864120876,-0.01085631114389899,0.0011943041334404913,-0.003682262475901317,-0.009318715049739182,-0.00420317563688494,0.011787680421826882,-0.004854462069305516,0.007840331609224665,-0.0011958340139394616,-0.009140355536247306,-0.003551549245495726,-0.006990562938260224,-0.008853341809598798,0.000779348145829452,-0.0011744075300367963,-0.005047882171176682,-0.006840509505131312,-0.010313680492590054,-0.004138462727835973
b0030,0.0010148264202604175,-0.01381900224795866,-0.01823990234211558,-0.02322348167982907,0.0018952285379082118,0.006145020894710904,0.004326751545593462,0.035363054027612854,0.05495665996853941,-0.005920238633727603,0.0076695943384701955,-0.0005801191947581727,-0.009975260881072742,-0.003129217871978323,0.015077538764925626,-0.002054494982498136,-0.007277822672768709,0.0013142469833272784,0.005206982700051015,-0.002325776613523151,-0.009567488711227793,-0.0057847639681519805,0.002601161559189028,0.004245160003306554,0.0028785839133087018,-0.008801127292184865,-0.0003861604233948188,-0.017210455675266162
b0031,-0.004026235304829929,-0.008694534546050516,-0.00852592999614865,-0.02048240774141044,-0.015075197213146515,-0.010791182690134063,0.013584635345503977,0.015033750818183946,-0.010040456130990019,-0.02428351688693466,0.02414574272129012,0.007814451157035591,-0.007339700627963237,-0.010173582223728979,-0.00887570139386523,-0.008231580990660495,-0.0035418412498828267,-0.006765363611296882,-0.0025848634977800153,-0.0008804352815497516,-0.002264058590833382,0.01342791853920803,-0.005538212560871381,-0.01345041952893374,-0.004719009095651459,0.04609331878391602,-0.008057438048413433,-0.012580027325613983
b0032,0.018753829462907025,-0.022868863802874315,-0.013750052014399626,0.07106809311278957,-0.005587543604838018,-0.0004418941867672919,-0.002653406207262359,-0.005144244863270012,0.002192201270683006,-0.0207207564390997,-0.0002629746165647569,-0.015360437770581974,-0.03027442680019397,-0.02886848861504364,-0.011669322375807378,-0.012433226756715276,0.03895067717516014,-0.004275808737066404,0.1627859320404321,0.0010511740287307738,-0.008608966332400882,0.008739765314774503,0.00025895243553266116,0.009614130822695926,-0.029827374992024556,0.040057519053554105,-0.0007823150429848685,0.0028344473597308713
b0033,0.02200536914622198,-0.02170222771276277,-0.03681204578546934,0.05705547970618786,0.005106965962862814,0.0018198419815437794,-0.008371933625965068,-0.025170802776311306,-0.005446101911040317,-0.013075415279960157,0.0032231900073398795,-0.017899161578407183,0.002676113801845558,-0.02548810050333713,-0.010796995134196317,-0.003213135435107977,0.0396862548325764,0.018309687289554406,0.15289851226705814,0.014870575182564374,-0.014104944604774515,0.010650237272510897,-7.910325918332827e-05,0.0044484344093479134,-0.026762558122165093,0.036015175466144744,0.008359339116310337,0.003924066164123878
b0034,0.0014543408973738841,-0.01699735624638524,0.016542135449374037,0.03310096402548109,-0.00418241108515144,-0.0021580201962262914,-0.027031261779228467,0.05834838676249169,0.007678039171914559,-0.004212384718797571,0.03134839675906084,-0.008099722962001071,0.022300061432343272,-0.013134344188062166,-0.013409895866425511,-0.015909044693640666,-0.004090709350658489,0.010633550915593468,0.09060471194450932,0.004908093067047344,-0.011594850729445891,0.006215173057690574,-0.013701852176089924,-0.003035488871628659,0.004348668833503642,0.022978272556076682,-0.00924258782685818,-0.007921534103570873
b0035,-0.010584187321301633,-0.016408176531574052,0.006604384187530775,-0.004944655988448095,0.00039357357390005257,-0.0007749524249590691,-0.003051766199360547,0.016212795761421255,-0.0028907733632896906,0.014045057036680802,-0.008707257331425257,0.007869034496936466,0.005634238086867949,-0.0055383892635245515,0.02733005463672748,0.001716400611696579,0.006661373132291013,0.002539000593110295,0.018095053356855153,-0.001563587630938395,0.0005593728195507196,0.014304828842702611,-0.006910909503469288,0.007250943594850659,0.005974049204906821,-0.0018991504097666976,0.014125275081960304,0.0004960312077950023
b0036,0.0014552396971729237,-0.0063127142116499654,0.0012846386044839237,-0.006230032618911205,-0.008343520721159752,0.0052346735528953706,-0.006730517413507987,0.012610953155585932,0.004341868925162964,0.006424263668211102,-0.0062082075848625936,-0.010338578364672047,0.0024277633763273546,-0.005689410363072393,0.009858233882660434,0.0004760775645561275,0.001264946690229334,0.010341969273171337,0.019625015804978992,-0.0016969518074344565,0.005279868677366854,0.0003611416218680737,-0.013800990971374478,0.023426842621939687,0.02294079345845442,-0.00012185476594958989,-0.019827902324486998,0.013040946884405626
b0037,-0.011145455058526554,-0.012105416700024593,0.010955929622896866,0.003810797019048587,0.003983504735132904,-0.0035511274532821742,-0.003990125985515811,0.00019160388668997677,-0.010827965483474563,0.007290931561278844,-0.00027665675527511346,-0.0005988669633016089,-0.009356213227228662,-0.0039871065885830875,0.0026791539436584084,-0.006076530118723345,0.0006035321224724304,0.007813590412712802,0.02485867485352675,-0.007183900831520635,-0.017214322841235644,-0.005241124894041869,-0.008204607799431501,0.0018724687648954744,0.021895336963048184,-0.005481000283603921,-0.0024408612187574313,-0.01571125802051094
b0038,0.0019423586803841203,-0.0037508918791764184,-0.008243859794489352,-0.0006816858068337941,-0.007203497740152979,-0.00027701300666071126,0.0015085299929693309,0.00839514769284058,-0.012002600449660781,-0.0023936398463193444,-0.008687121632631016,0.0028849785515453683,0.013217683744855803,-0.008743243741274857,0.012358225477673568,-0.014211028376998022,-0.004314517849730833,0.00474955140218986,-0.0007853811748886231,-0.014686521532627712,-0.0033276151206253924,-0.00767103541475963,-0.007837250212351628,0.0020884869347397635,0.0019496211483695477,-0.007960494793332315,-0.0028631963518915664,-0.011712841916865802
b0039,-0.00366024295236834,-0.009075425746817857,-0.015113805242721599,-0.0014566673623569362,-0.02093286177556668,-0.009844919325357849,-0.00559309997000594,-0.0038613216139798995,-0.010414741527370555,0.0037423966608203566,0.004405334188216063,-0.000824206454958685,0.01860074218470323,-0.009627199953736296,0.006995484819317464,-0.015785410878153525,-0.00825822795782768,0.016173050348674427,0.008033714821179674,-0.007815500181711697,0.009243884896306282,-0.014598673621187526,-0.005226770378130236,-0.008958240057043642,0.011476748115594399,-0.003296629871737767,-0.005404786048178563,0.008141320224548916
b0040,-0.0098510230918974,-0.0033017293199797963,-0.001658718862728861,0.00480786675348131,-0.003567179241544699,0.004113419404357381,0.005598178108623904,0.009118809024087128,-0.004311751326739087,0.011003071512078706,0.0010526673178050563,-0.006087875413138184,0.008265060812198256,-0.009470313649087517,0.006308911456622169,-0.0022266140790974786,0.00421665919427938,0.0007057219480436102,-0.0019415379378329165,0.008465360303651876,-0.00402160834399891,-0.007022939577733409,-0.001366153701983489,-0.0004651213188687142,0.0034944832337094884,-0.005393194016838274,0.006099283432097193,-0.0032453877853405888
b0041,-0.0026394406049316775,-0.002991173759664632,-0.00581722213124614,-0.0021566727889704655,0.004723182483132751,-0.00886953304363089,-0.0005621033354198574,0.018613243534241847,0.0038814260237376944,0.026137176617186713,-0.013124585171338125,-0.0012339202837637177,-0.0010933616024842786,-0.004778419813694401,0.006653852178072275,0.008121116690907305,0.005127721056650692,0.007164805089871969,0.003511170058412099,-0.012204316458023766,0.010607178920810445,0.0020699402929826834,-0.0025528278634478325,0.01980903238962053,-0.00847867681727704,0.003701846050367275,-0.002788643903084365,0.001306472698161178
b0042,0.004147504853655416,-0.007783627532699405,-0.01110893673172478,0.0067602222298215765,0.0003092866684147586,0.0017472229697807697,0.0038824092592081205,0.01771237667289741,0.0015269829796671593,0.019017654215566095,-0.022409511985553812,-0.006192185170162653,0.007480841907183005,-0.0053839659740102215,0.004672809488348845,0.005132995999634603,0.002728277183999363,0.007085075046981401,-0.012140519921838625,0.009582816693656966,0.005014734109834185,-0.0026390970220606623,0.002333468519777912,0.014784165449337677,0.0020385951023039967,-0.0009629559080965007,-0.005792789645398243,0.005907226886384094
b0043,-0.0048504353954106705,-0.011262343417384751,-0.0009004983793091021,0.007844059451955557,0.0031710468024694254,-0.004341893961872697,0.00017840856742210932,0.011853533048068358,-0.007719026981778154,0.003173742583170114,-0.025513946524765244,-0.010577220433740651,0.0011746534601650234,-0.008724888963283585,0.007136215082740843,0.0019346371748888435,0.003868586412083087,0.0013568731212862373,-0.00746344690216258,0.005341571202339069,0.00852207330446961,0.009885341702372532,0.011455634941501187,0.020916993786550032,0.0006225720975264144,-0.0037997044851340173,-0.00041045515740598614,0.0016921420868907684
b0044,-0.0037096180007843956,-0.016060125488033542,-0.006621018497931992,0.0056452056958932115,-0.003172117600789149,-0.004039428118054125,-0.0034255866982077616,0.0017526124514810537,-0.007101624931621012,0.01018792044744101,-0.011918350072023671,0.00074315443538244,-0.00332818891074597,-0.005078195101249492,0.010138226800658437,0.005199116440113592,0.004806732594524781,0.01016238383699243,0.004462345494386558,0.0024535082269059793,0.008485447200421046,0.014556898756759052,0.00014383712698968197,0.0068447304621931816,0.011334280270173563,-0.006779509274019254,-0.005913618374303866,0.010722577189393907
b0045,-0.005320625399013928,0.006149984024286665,0.0051189403329266435,0.005874481450155192,-0.007328554623221972,-0.004320125670335214,0.005966240349780671,0.0006419615398543183,-0.0027799678931617576,0.006907382218453715,0.000644849428391812,-0.0071308591171043,-0.003581722280474403,-0.008519186125878141,0.012806051986226152,0.0006512901256305779,0.003469776893637542,0.00560903570204907,0.005813870423761026,-0.0015098846985696279,0.0005616242526373991,0.0012148243667716308,-0.00293734988103871,0.017302291238064923,0.008406764813757987,-0.004522424936927759,-0.004941162501599527,0.003289865124416318
b0046,-0.005603158010686376,-0.0005905839597577077,-0.007947867474621255,-0.005731213267451754,0.010472124055086001,0.0003886609615266524,-0.001923413468610791,0.0006625431556451754,-0.004778725827982385,-0.004333191864825151,-0.005772073490222857,-0.017162003497968373,-0.016804880265471035,0.02142391633077347,-0.008166191885538736,-0.0035301058263387964,0.0008634360368374587,-0.002239924412210252,-0.013821968304541925,0.0007640811617860562,0.009184483743391574,0.007951359168877375,-0.00017165676332238892,0.007920624997788322,-0.002860759793427103,-0.0014564044551916655,0.008239266913316676,0.009193904344163069
b0047,0.0038422679917109273,0.003113144195044847,0.0006667214204488765,-0.00828637069618913,0.002806603821575987,0.00641252548963438,0.004395574284553945,0.005364824425636365,-0.001192861198667017,0.00035172358554793644,0.0013533368684767778,0.0009667172567804213,-0.004713171649385096,0.024686365014841286,0.003396346318297352,-0.00021526982836967673,-0.0027546040543584356,-0.005438090851279591,-0.006591495165284094,0.005063004743295225,-0.01778387441520457,0.0072314686246417416,0.0012086585999892083,0.006941466583028571,9.823985116472564e-05,0.003037263558024904,-0.015534249044547664,0.0017359331025123522
b0048,0.03379143705800506,-0.0025615418537710028,-0.0067750105099211025,-0.013228765598007867,-0.004014166636102939,-0.031824346196448174,0.0006797064550618563,0.004703174464713742,0.006265097689474411,0.005346702386811553,0.02055892603619262,-0.0018871261379347405,-0.027257767151560967,0.007548118247770375,-0.006384528134456718,-0.00033959755917251083,0.00047602979544339094,-0.00759312733089194,-0.0034372564162401067,-0.005824733554082678,0.017355328810862148,0.00793664377863228,0.002124735056824359,-0.0010603216048121942,-0.0014952646500081077,-0.00879588161758068,0.003701706041373218,0.01010671301946358
b0049,-0.007524621366574292,0.006125368517471542,-0.009412216421050454,0.005300262515072384,-0.011737375342129354,-0.00890754294334857,0.012847267803946941,-0.008354587890844417,-0.00706204008050795,7.017712966210845e-05,-0.008797461751676014,0.007764201223249563,-0.028416771470010333,0.007700217695573415,0.002288996400323894,-0.0014837680912739082,-0.010540112644711995,-0.005923413866669429,0.003156844670403306,-0.004137005421377213,-0.01696499121903453,-0.007260836309039728,0.0033242745057319783,-0.011222802654165214,-0.00879040691678518,-0.006952683875081852,-0.0026491170130501602,-0.013558022669053541
b0050,0.0005245236374421963,0.003499320742313429,-0.005380534076672622,0.0059793423089501375,-0.0042211636524227426,-0.006560280129980636,0.010223801535978383,-0.011416929489590735,-0.011082731905804988,-0.010303488730151376,0.0039631744475853515,-0.003851874020418663,-0.008818263233469043,0.00545135891047508,-0.004887800088452206,-0.0005854901059813757,0.00031033872300091154,-0.0022409939743803257,0.008065993370389204,0.0006080322125793608,-0.004708366469597531,-0.01784481865091346,0.0064556647929694825,-0.0014571229461795997,-0.015740957613782216,-0.016838298380017293,-0.009375762069589207,-0.004319441032186952
