,0,1,2,3,4,5,6,7,8,9
b0030,-0.013669676446393459,0.0010665295633408049,-0.005411904547827832,-0.01938235939087747,-0.018130391169171988,-0.020091654078789784,-0.005610873811261267,0.05291447594700469,0.016951990755258592,-0.013946229288225434
b0031,-0.009935108325880357,0.00513508207414476,-0.01213427509178998,-0.004546748985685035,0.016208555473561533,-0.012737500685360807,-0.012475080971269207,-0.01095645430635409,0.013436917817524121,-0.010000218807236099
b0032,-0.0006542241535717402,-0.0010475312381456007,-0.04152286628406209,0.0017020127202927418,0.06218319907706132,-0.019087086055514915,0.03809233746068706,-0.0021735140316994556,0.05587430040896159,0.011963764857100214
b0033,-0.0027906795923438358,-0.004755912203734777,-0.035704046223710345,-0.01388545892144099,0.07014980313416659,-0.014607303729111681,0.01643264600630615,-0.0017997097902885156,0.05853344467198516,0.003654424416866458
b0034,-0.0040927375139383475,-0.009256057639656659,-0.02644592306581188,0.03970827420196666,0.0034873431811861034,-0.02468514780140924,0.0032384550360437868,-0.0011436940684350673,0.04956026220084181,-0.035113116702173264
b0035,-0.002930262134734106,-0.00693572766662165,-0.01087806136492625,0.00711616173319963,-0.0031305936746851165,0.006833365314501808,-0.006789586385052627,0.0059572412400262665,0.009064248331382531,-0.008534894771033311
b0036,-0.01034253089364404,-0.008043053331165997,-0.012667079654962155,-0.0035222838830702694,-0.0027882735376985844,0.013381351986725952,-0.006910078348366294,0.004353458718730922,7.433567084290656e-05,-0.005158317364270602
b0037,0.0016248743291393051,-0.009104531704750089,-0.006893341543806946,0.011867769883116826,-0.00017317798127190404,-0.0117373595196063,0.008205704444650274,-0.005190766283756594,0.0083032742546928,-0.012052619765538349
b0038,-0.005024263089496492,-0.007408596327513072,0.003200457807873658,-0.011750406262838528,-0.008989489329618369,-0.007948915863912494,-0.006904293643313239,-0.006643648220018975,-0.0025804337006949058,-0.014208002589065497
b0039,-0.004023203752398176,0.0029279405715383292,0.009413212874973402,-0.011026729069554424,-0.012670010226936385,0.007617770829289616,-0.012479307226219033,-0.005895214369724939,0.0023985341769972423,-0.01665168222756172
b0040,-0.004181925754330799,-0.000976707620012717,0.004071149821958243,0.004057465635289517,-0.007425850246981999,-0.0032362998545970795,-0.004877129859233909,-0.0007365567465011647,-0.00405071327430457,-0.005574030481376534
b0041,-0.005680930923443795,-0.004518115386372254,0.00029486718279948365,-0.011079354718156763,-0.0019643134255032156,-0.00038335332517377475,0.00022919090584812215,0.008068237843973033,-0.0006948117485283499,-0.009213325655584829
b0042,-0.003261975192222621,0.0014683802329254108,0.003914785719427699,-0.01515473807574592,-0.009386334732921962,0.004396382335277237,0.0002609541498268094,0.0032221376598317647,-0.0015786083489762088,-0.004680742118016034
b0043,-0.0008830793285190757,0.011546739589396015,-0.007198085144446857,-0.008893695861519113,-0.0071250422117448,0.004394525902066109,0.00724557151629971,-0.0005511780668881211,-0.0026038993514839867,-0.005818349744520404
b0044,-0.000261657872040633,0.004416952491394342,-0.009519879724570385,-0.0094022822390149,-0.005127514113743126,0.014406240271949927,0.000171761654554363,-0.0029928979024093725,0.0015749308566032085,-0.0070026292001575535
b0045,-0.006558808276280751,-0.0012796428094731937,-0.005475981684142298,0.002563992244740767,-0.002662175747947476,0.005554789245318744,-0.0015215575651149245,0.0010603837809660466,-0.012795747635814,-0.0037076663421829834
b0046,0.017465353272447262,0.00036501106473637066,-0.006179817513205766,-0.013798353345917277,-0.0033699773059758867,0.010486655149043296,0.019428917224564426,-0.00216004551572591,0.002189987518551416,-0.001400244070880394
b0047,0.012295228320870323,-0.0035333757093145603,-0.017991988154740166,-0.002992670391639717,-0.0013915362268771866,0.0014252545640404991,0.003102400158092536,-0.003422846629877166,0.0011912554869151072,0.004590083976634919
b0048,-0.004099023170940943,0.009568828066541872,0.015979260405709322,-0.010714405139742186,-0.009518273363345429,0.015376664933936657,0.02681351126061347,0.0070825293474565554,-0.007908292306964104,0.006098158987197797
b0049,0.016944443864468046,-0.0003514151541624596,0.0010176278687268143,-0.012839529963159794,-0.008945017417070112,-0.01236164922384004,0.006856937126854399,-0.007158854788095857,-0.0004934101411111539,0.0031222196322961823
b0050,0.006839014803492138,0.002349741703556779,0.005359148206430138,-0.00804092289543458,-0.003835119030912441,-0.01090297792256777,0.004562102457453299,-0.008673029919983064,-0.01595710193943145,0.00447593355210184
b0051,0.003994766599894204,0.001466834726081156,0.014292636862585069,-0.015804169455414283,-0.0030774726112661782,-0.006788502257676415,0.010744434445576304,-0.008638417072372605,-0.0011245164902444558,0.0052911024604577655
b0052,0.005607886724971188,-0.0031966252450265666,0.0010508864446985306,-0.017435926451892386,-0.0005148564798134859,-0.007015253182536482,0.010275868453440223,-0.006010526947224869,0.01628050862753476,0.003903042153573604
b0053,0.00231264151325511,-0.0013273327615410094,0.006838447913319395,-0.016540128280801984,0.006528588232640398,0.0035814282183968724,0.0027472728258959756,-0.00466389639964577,0.005669021636131395,0.0022803099241978596
b0054,0.00215433382832987,0.0005313005412661859,0.0070607011738262745,-0.009869995808601522,0.0013632640837924952,-0.008836160838938607,0.008017860408248537,-0.007187035355105389,-0.0028069116784743297,0.0036465464824624793
b0055,-0.006264881957645833,-0.009936426034365323,-0.0014581001026752834,-0.0010744435025509698,0.005660271920073809,0.0017046467596366112,0.0017468248316472841,-0.004996195589931317,0.0018005091604282684,-0.004949001563065933
b0056,-0.00368321468811805,-0.00024336441499340003,0.023199785934085507,0.011426015010423883,0.0059959966727863735,-0.011479732410002634,0.011466625540611128,-0.0003756522050532675,-0.014950486436959851,0.0033352739599516183
b0057,-0.005251693753457735,-0.002463340087292685,0.014137665247768374,0.011525821928261818,0.008908954451268042,-0.019577784522233972,0.014639277541198483,0.005818222629554475,-0.013606396942232563,-0.0020949163762448006
b0058,-0.0025207004185109965,-0.006990559724314187,0.022261418562712413,-0.013933031986794414,-0.010421429849999343,-0.003779761297496514,0.007037479143358872,-0.0031373652030858325,-0.006590509536685614,0.002489063096398042
b0059,0.0022872343195790815,-0.003777962360132027,0.03218119243815734,-0.02666597424539839,-0.011367228484571,-0.00110049444789428,0.01527103351488178,-0.004260089876707975,0.0015907317330781212,0.005076055920280381
b0060,0.006378216059948861,-0.01183529133227939,0.002635853407372556,-0.02202388361805806,0.010936981908445232,-0.011806144976841525,0.0040426123692920935,0.0027908947910417732,-0.010025773693666359,-0.004358624695048827
b0061,0.006835420080631679,-0.004248034609702478,0.011088168864131104,-0.016575298439310836,0.0030778570749277743,0.0035678818214737694,0.008860115897256623,0.034154342118385236,-0.013139760935415587,-0.01077554405185137
b0062,0.0015710073968620078,-0.002900445116009785,0.001049209142806505,-0.02237050259378057,-0.0027576046549519723,0.001921240115744997,0.006064363301396335,0.03716809043069737,-0.02944653920369335,-0.009998312236783484
b0063,0.003647170919019106,-0.002789790588926206,0.0012808426278484565,-0.016565176423783648,0.0015478051571051418,0.011459813773805783,0.006185617291372372,0.03666210014746685,-0.02517388007958741,-0.012307486263828415
b0064,-0.008237745290733858,-0.009392441935475797,-0.031860119844314944,0.005236536384172892,0.010451796344902524,-0.0047373541752218015,-0.007559801159342827,0.02741289640071366,-0.01814897668840822,-0.009372662256926706
b0065,-0.006688688636188392,-0.007131015623003538,-0.000504248741389692,3.496716399890001e-05,0.007740697953158319,0.04358372370349765,-0.007764955438706567,0.00653988363434437,-0.01992208897741404,3.131466250377247e-05
b0066,-0.012850810937220805,-0.0086254391780397,-0.010227788375603546,-0.010435132213205859,0.007090608363003433,-0.01681815564827071,0.009520313506407701,-0.011172760368231626,0.005143390577724857,0.019187480426324805
b0067,-0.005568743216452727,-0.0038037556900220597,-0.0013347459628609538,-0.015634069033200495,0.0033664559884690787,-0.012614350797267047,0.022363788161558606,-0.010101323326865525,0.01364262839196288,0.021663651146891543
b0068,-0.003971638579125717,-0.003355635662560362,-0.0012556997368856255,-0.004671385051962574,0.005828651356342844,0.0018893279317058439,0.02369038508954351,-0.0147823338690117,0.01667878204995132,0.018555544698689936
b0069,-0.0035518393723893145,-0.00570054098990645,0.0014947475269041469,-0.01928559594010905,-0.009929434554861075,0.001653785413790721,0.0050151906178696,-0.00840702910050731,0.012206681991266611,-0.0038686681426258482
b4662,-0.00934335212463359,0.0003468386110888708,-0.01827193279434239,0.03474977544191739,0.022212927678980494,0.006164234229057403,0.010792772168150291,0.00847191940633146,-0.016056224285970245,-0.00011672642642073833
b0070,-0.009998291671713106,-0.003442887085741084,-0.011723012600763588,0.01844356848524835,0.001992987201546744,0.008191734283828345,-3.7752816724601e-05,-0.0018041838490445955,-0.011989965892735882,-0.0043875065177599515
b0071,0.01771204003585956,0.009449184904723046,0.017265200117761014,-0.003807822680642992,0.058513959859050446,0.00896843830601473,-0.036497463047391175,-0.013917301436408824,0.002170038417318082,-0.0026444797462289206
b0072,0.01702564427944971,0.005397810303582019,0.012412323732135114,-0.007149851344447912,0.06505301521460265,0.010772187529576193,-0.0439420898460418,-0.01398020349844789,0.007931845273164453,0.0002594397587508641
b0073,0.015080365026474514,0.007550570297311998,0.012413651434990649,-0.008961802882412986,0.06308556704280892,0.014179077830441313,-0.03629469389031494,-0.014107005452569422,0.006418377077927305,0.0018250007831903026
b0074,0.011102434988130355,0.002176036246152432,0.01711459877939952,-0.002807813543694561,0.061545263841052376,0.008111273860254377,-0.04045335367133566,-0.015566043123145329,-0.0027676297438931725,0.007619509867955451
b0075,-0.003918029083498109,0.002962827613628059,-0.010777467671633576,0.0031091274350939823,-0.0036340217793748484,0.006098570745949407,0.003571817859859948,-0.0011856872503175461,0.004139111951709078,0.0002086643813223745
b0076,0.002122392329361307,-0.008951967581948474,-0.003676081855278168,0.03101859808459435,-0.0030109625217075698,0.0013254162574323626,-0.014003096551564276,-0.0038041457388853055,-0.004575238957294168,-0.007873165485336907
b4726,-0.005070341771542078,0.000439126747502193,0.0047884374291879426,-0.000322162013536192,-0.002906739873981285,0.00202713298808435,0.0024141756139832533,-0.001198985397863095,0.0028476041644943653,0.00029348056383503735
b0077,0.0034760958806247123,0.004110783204263115,-0.0023906397445145923,0.004343039799734152,0.05582494800315651,-0.0004860111354729061,-0.022931709684237637,-0.01677452209465303,0.01593278236272901,-0.006111230481424265
b0078,0.002655646825092728,0.004399908343554503,-0.014773784737726519,0.012579524370681196,0.060953542160286055,-0.003043357518228649,-0.03028975657863314,-0.011183212667383414,0.011168244621148533,-0.004779615132204298
b0080,-0.001918625319528789,0.004227481108029229,0.011091699530972238,-0.011408035189727654,-0.0035176147797004427,-0.01134515856656872,0.016652847963110378,0.01612879794248988,0.00856327855218095,-0.014953387492107091
b0081,-0.010486895363130102,-0.006141185925733137,-0.013213960431737068,-0.003463313753131081,-0.00797391545203622,-0.009421288526663652,0.003620371445723718,-0.009940811284186172,-0.0104156025448698,0.0012346447363622917
b0082,-0.004622841918971002,-0.007398635582898273,-0.0039249643142096865,-0.011113799472999161,-0.014568608678360616,-0.0046467098393205165,0.002123979044311422,-0.012551360315153684,-0.002913599458375947,0.0005414881288224169
b0083,0.0011647747188400792,-0.009760436973812212,-0.008347964694169796,-0.0030962219991094897,-0.01671960067545502,-0.01570355560059573,0.001666457154090467,-0.011710393503839959,0.0031476486711375503,-0.0002375267834287596
b0084,-0.00586391127667935,-0.008937718687380709,-0.00489565771631142,-0.007202745478865499,-0.007213315138074193,-0.01773980126526761,0.005085365705312622,-0.002031140243058143,-0.0041639204607751956,-0.0008837133608260979
b0085,-0.006351841169741299,-0.006165344795081122,-0.007311938159891726,-0.016203834776254582,-0.010608409118344278,-0.017709943911987235,0.003243827973266248,-0.012448863391728921,-0.001600815163792352,0.002606406525546484
b0086,-0.0030636690820741532,-0.004845133546690171,-0.0018484800825081633,-0.01967187973192417,-0.012810501834489146,-0.022271139416925063,0.00776688451217803,-0.012182757221023202,0.0016273372045863387,0.0038717057770346636
b0087,-0.008842054495107042,-0.007341094805446982,-0.010352209921102794,0.002741354935464874,-0.006093894974646695,-0.01377637523306879,0.003316767352047145,-0.009975705885181955,-0.004127697904291664,0.0028204659736229634
b0088,-0.0052004931682382415,-0.005664094250063443,-0.0030087923654684183,-0.012648590400355885,-0.007529277253554091,-0.014519957113468863,0.00442673112036058,-0.011763712802399235,-0.0014972209179680463,0.0008517895871763102
b0089,-0.008938658131256666,-0.006902123694094011,-0.005243915319759466,0.003263359537056356,-0.005840052821451487,-0.025012804893558362,0.0017759017053515641,-0.007804135845771376,-0.007071757424169845,0.0026543902690274964
b0090,-0.006286315411962061,-0.00943846311680835,-0.013448602227457676,0.001127806321782388,-0.0025201883420000403,-0.019589413856552884,0.0004110831771439282,-0.006443873905447659,-0.00200716437176134,-0.001547639891215158
b0091,-0.007951026274206378,-0.004634267841396145,-0.0024356830188988522,-0.00945630729705962,0.0009127130824994727,-0.012321062926936546,0.0030940902735436225,-0.010042055259580646,-0.004667349076425616,-0.0013941727752114375
b0092,-0.005520028039162474,-0.005159149981088073,-0.010833654703568018,0.00844678074731225,-0.0017736916443352757,-0.01524728169089456,-0.0010447156945677777,-0.006496733159221511,-0.005632934721987309,-0.0023986862283444104
b0093,-0.0029661404031000914,-0.004103706991398302,-0.001168298031206566,-0.007702718542866369,-0.0029876862026736034,-0.012747452035994483,-0.0009147309059311635,-0.0060480575520687006,-0.007651880243790212,-0.00070082155426429
b0094,-0.006666127813821785,-0.0035866095261088285,-0.013744108453614503,0.0028149400983052807,-0.0005600958252038737,-0.0055204392217187565,-0.009486730872965199,-0.005501081022356278,-0.00880032795227269,-0.0003053044907209376
b0095,0.0012791343160300718,-0.0008426750479263813,-0.012691677128720116,-0.011594638065404428,-0.0024276943562861106,0.0027215043393220575,-0.004102216648712995,-0.007437291054160661,0.0015037283658309278,-0.0009390555879798042
b0096,-0.01318259987973014,-0.0007551862332278697,0.008123605964534401,-0.016384025030447082,0.004256594079357381,0.01621024362153232,-0.0068944410570429,-0.006797755923564424,-0.01613726352176759,-0.0018696445063581966
b0097,-6.758662476316766e-05,-0.007161155106455023,0.008773978594196846,-0.006531884004945058,-0.007203689192510598,-0.00754626816800219,0.008487976139349,-0.0024796777208674027,0.02695928902946641,-0.004082700226940794
b0098,-0.011505310808343956,-0.001876641768267934,0.005791688768456157,-0.01320722950771843,-0.0024771418028199667,-0.0070923540458644714,-0.005745331890591834,-0.0036818752215543983,0.006949488567999032,0.002537914114098735
b0099,-0.0155475162684829,-0.0007216615091268343,0.01882954553752364,-0.008870499739219108,-0.0024769155622130514,-0.00601419479736077,-0.008584104951010417,0.0019219509879854861,0.009451273569371936,0.0033827689328266527
b0101,-0.005197217869207541,0.0044717127103805505,-0.001963758160577289,-0.0038561240748237343,0.0009455776457557033,-0.0038444997294917846,0.006266134729212787,-0.003408692577958215,-0.0044692081639617215,0.0016902042115295754
b0102,-0.0022453168116844543,-0.0012692575297653399,0.007250431800441725,-0.02328818897943303,-0.0041787356029844925,-0.004037077007664982,0.014855570784838072,-0.004707771346006365,0.0026192500919582145,0.0009790539564025617
b0103,0.0026672216286308253,-8.691774892251662e-05,0.006087424235948492,-0.011479338412791916,0.00025286158703030214,0.002991680438736902,0.01706121606503983,-0.003308839005713189,0.0021334512300564506,-0.004391323116017137
b0104,-0.004810018859948592,0.0007454284407075404,-0.02515439911117181,0.0026201054929291256,-0.0010219595639847417,0.014527150437345841,0.008235083896664741,-0.016694756496521496,0.02386003775726887,0.006665347093184668
b0106,-0.006899967458101691,-0.0024661772363344043,0.0016780884652785608,-0.0009459490781827443,-0.0048726450358533725,-0.005117773154675484,0.007252891217119457,-0.0018822217868167967,-0.012158078189430092,0.0026135274748933205
b0107,-0.004617985641160729,-0.003715662892400243,0.001200856465363,-0.0042222556025174945,-0.0035750487025430757,0.0040473822889846725,-0.01846092653566291,-0.002549265424116808,-0.0034679338341555136,-0.006217573399352886
b0108,-0.0019023874600423217,0.007171888320652638,0.019009677914659896,-0.006445969955056085,-0.007206616037856072,-0.0023366125255454557,-0.00544832650763989,-0.0010711498798453684,0.002391720569462209,0.0013278917235479979
b0109,-0.0018837749504018269,-0.0019317716796843104,0.0067090927863683765,-0.013102334707025607,0.0007967661527344081,-0.005626578167628468,0.004811829310017004,-0.009519885613636847,0.01484901222181537,-0.0010818795745440224
b0110,8.783253385310668e-05,-0.007945125978931131,-0.005289432312534377,-0.012246034245592547,0.0018109223290564442,-0.012482177032908253,-0.015724234672823294,-0.0038381706299568065,0.0030566194960291075,-0.00741380094788787
b0111,0.0001989111101533565,-0.008549521100581131,-0.020192789775840242,0.003993568837702463,-0.001414439931531265,-0.007046229062038076,-0.01727263033363424,-0.0035730730733656416,-0.00012952868929135502,-0.009170812758800799
b0112,0.008613354739053943,0.0026004518787689774,0.01576993634340937,0.007797938871787277,0.0433429801766738,-0.009581861447591922,-0.002893339554655566,-0.007386249672539308,0.02252539223154746,0.0012444780099075334
b0113,-0.018480374007970004,-0.014919120244552834,0.01661260438245911,-0.0036341467555635826,-0.010340323266455634,0.010935708635832604,0.006472377772213772,-0.0059381863690931794,0.008341832556479167,0.027479426153873443
b0114,-0.013761991165757817,-0.009712755736002379,0.007927518697288843,-0.00504806430618632,-0.010711859355570862,-0.0019050012645689437,-0.010910019598158288,-0.012282001973632689,0.009897609163305721,0.01333670304988698
b0115,-0.015433415341068296,-0.010699059781606499,0.004368060911759548,-0.003183888075376553,-0.011949686574923547,-0.005537868479586923,-0.01403368772756428,-0.012288115561478777,0.005363070331246284,0.008928409675411829
b0116,-0.007535778323586237,-0.009043480380415383,-0.005176687091621475,-0.004030702581981262,-0.006723427051475046,0.004300514807231208,-0.014122640072124078,0.0048043733333071395,0.028444775792895154,0.01326975999774125
b0117,0.010326700612373377,0.0016837942237265772,0.006451008218647352,-0.0026037927058709244,-0.009701089161024898,0.0019311340851451647,-0.0021353686447222867,-0.0032640239743897416,-0.010261594764224145,0.0004888065909257747
b0118,0.003099757308158924,-0.001808548793318396,-0.02535858659847477,-0.01581399739356597,0.009805806348866283,0.008718697996934999,-0.0011177058429226415,0.024186541989918306,0.03280689680467656,0.015151836145891023
b0119,0.008563076775770622,-0.010852986001873441,-0.006146293834391535,0.0028399001875075735,-0.01802884375960105,0.03993518036893708,-0.031760167449145546,0.003744750676608301,0.024295186717153458,-0.006099151148502423
b0120,-0.0096834330372276,0.003970534433277255,0.02121878638624975,-0.00202683479620149,0.01311898047584189,-0.019164853194185788,0.0022093119908514216,-0.010795372911988559,0.024382013747298436,0.011746852857255746
b0121,-0.008044188823222866,0.006288533103491783,0.020527929512094905,-0.01278526432189517,0.008808127841630145,-0.007056242378016777,0.008693255176123786,-0.009921713171525437,0.019352081499162933,0.009916225982633843
b0122,0.0033907096983212754,-0.001676684270546108,0.022412433002502976,0.0028545120906333667,0.010224724076898383,-0.028149198987865616,0.006139990757782612,-0.008675095645663341,0.00816943871248257,-0.004879256365508981
b0123,0.005630821510651957,0.011837310422375933,-0.0022625784566599437,0.00801539789731061,0.05336918534531284,0.011047624750675531,-0.03752505615457139,0.003527143150905916,0.0328784839547244,-0.01566045717471909
b0124,0.030478032524159773,-0.005332556473196139,0.02488426064738727,-0.0014152029431131286,-0.0126333638361344,0.01353953545771867,-0.0011105295690804241,-0.020325233498436186,0.005734724428948167,0.04764746318353689
b0125,-0.010601816321934965,-0.0017712371435839034,-0.001089057520260803,0.004490137689416147,0.00200333245516791,0.01366640192203864,0.006776273488554291,-0.008569061750557135,0.010819300822544654,-0.003358652681000562
b0126,-0.0010981218840067596,-0.008924072039087556,-0.006913093316071243,-0.00814132346930072,0.01729594961753849,0.001857275154226504,0.01876625947615507,-0.013584875450843298,0.005530707216408163,0.026277548832303686
b0127,0.00048262316596701525,-0.0035696026610826308,0.0017895538942972495,-0.0024702244871139356,-0.00163639474231403,-0.007983832168402757,-0.0093967293439952,-0.006509051865973531,0.007093231751849704,-0.0025720863354580107
b0128,-0.005236139579995732,-0.0032805677010754705,-0.001959378855113161,0.013433718369269645,-0.0038639026200237873,-0.006933123166288466,-0.014616935120332955,-0.006609962665033825,-0.006621979962000754,-0.0023357494274278663
b0129,-0.007261086446350285,-0.006913827377906789,0.00771466000354609,0.006471435713935832,-0.0045702962721506195,-0.023992551902344197,-0.026794551314556974,0.02889747429901751,-0.009829642627191142,-0.013653822211646842
b0130,-0.004042328318600921,-0.008585388065392507,0.00977727369747512,0.0007705265681438746,-0.012578616551031197,-0.005188930546055477,-0.01533589033197729,0.0007133697888703249,-0.007003350529025382,-0.002145642155438438
b0131,-0.008267489712327205,0.0016771898761829653,-0.01780157848125351,-0.000907834162706886,0.0022981806851795987,0.020947016701245724,0.022396266753272238,-0.008366679824663563,0.011023265197767841,0.0011901320610541962
b0132,-0.009358078576944866,-0.0070528152050927054,-0.007680157176735847,0.03950076767585523,0.005157658807188705,0.010503276255456287,-0.019764912505981235,0.0029225604569164364,-0.007076018787679444,-0.004632937768754839
b0133,-0.012131201836686407,0.002065344473040376,-0.019708055907564925,-0.011766676125062285,0.003564595049212757,-0.00434696001493542,-0.001945986321654057,-0.010918858371686699,-0.004259512992772614,-0.0019475266845981982
b0134,-0.010515524207897677,0.0006602170849161011,-0.008404671388306884,-0.017864389350787557,0.004388350899741842,-0.0017458153762461475,0.0005169371747030142,-0.005420296318017895,0.006444801646392749,-0.00648842351104229
b0135,-0.001967503636165036,0.00394636434556184,0.01689502728959328,0.025573086472570065,-0.007090972353554515,0.009070646815457621,-0.001774132622182451,-0.0028140392632047062,0.0011681115373651432,2.1930288748054148e-06
b0136,-0.0023376328773495932,0.002897440097941218,-0.0022080993292614487,0.02573563978453444,-0.01224199790608448,-0.00800610619588688,0.00664199298140898,-0.006662753055537057,-0.015370286668649022,0.004325141776528614
b0137,-0.00015749488314278988,0.0031704275223922067,0.002835300444666386,0.017695252953587887,-0.018071684436463946,0.0017182237236285918,0.004746083810822427,-0.0034608191995887288,-0.004166102674241651,0.005170046542633013
b0138,0.0026683877450449697,0.004077053297433264,-0.004324599318389181,0.025775144229443034,-0.011827446379791275,-0.0018644212014799605,0.0023136873311680258,-0.004749900059413527,-0.007145067888973131,0.007361090511551432
